Year,College Code,College Desc,Major Code,Major Desc,Count
2019,LA,"College of Letters, Arts, & Sciences",PSY,Psychology,548
2019,LA,"College of Letters, Arts, & Sciences",PSYC,Psychology,409
2019,LA,"College of Letters, Arts, & Sciences",PUND,Prep External,1
2019,LA,"College of Letters, Arts, & Sciences",SLH,Speech Lang & Hearing Science,2
2019,LA,"College of Letters, Arts, & Sciences",SOC,Sociology,97
2019,LA,"College of Letters, Arts, & Sciences",SPC,Speech Communication,13
2019,LA,"College of Letters, Arts, & Sciences",STA,Statistical Science,5
2019,LA,"College of Letters, Arts, & Sciences",THE,Theatre,137
2019,LA,"College of Letters, Arts, & Sciences",UND,Undeclared,705
2019,LA,"College of Letters, Arts, & Sciences",UNDM,Pre-DIME,5
2019,LA,"College of Letters, Arts, & Sciences",UNID,Undeclared IDP,98
2019,LA,"College of Letters, Arts, & Sciences",WMS,Women's Studies,9
2019,HS,College of Health & Applied Science,AAM,Aviation & Aerospace Mgt,95
2019,HS,College of Health & Applied Science,AMG,Aviation Management,1
2019,HS,College of Health & Applied Science,AMS,Advncd Manufacturing Sciences,44
2019,HS,College of Health & Applied Science,ASC,Aviation and Aerospace Science,551
2019,HS,College of Health & Applied Science,ATH,Athletic Training,22
2019,HS,College of Health & Applied Science,ATP,Athletic Training,99
2019,HS,College of Health & Applied Science,ATV,Aviation Technology,2
2019,HS,College of Health & Applied Science,BJRN,Broadcast Journalism,46
2019,HS,College of Health & Applied Science,BRWO,Brewery Operations,60
2019,HS,College of Health & Applied Science,BRWP,Brew Pub Operations,1
2019,HS,College of Health & Applied Science,CAME,Certificate-AdditiveMfgEngneer,2
2019,HS,College of Health & Applied Science,CBO,Certificate-Brewery Operations,1
2019,HS,College of Health & Applied Science,CBPO,Craft Brewing & Pub Operations,16
2019,HS,College of Health & Applied Science,CET,Civil Engineering Technology,172
2019,HS,College of Health & Applied Science,CEVT,Certificate-Event & Meeting Mg,1
2019,HS,College of Health & Applied Science,CHM,Certificate-Hotel Management,1
2019,HS,College of Health & Applied Science,CJC,Criminal Justice & Criminology,967
2019,HS,College of Health & Applied Science,CNPS,Certificate-Nonprofit Studies,1
2019,HS,College of Health & Applied Science,CPE,Computer Engineering,86
2019,HS,College of Health & Applied Science,CPM,Construction Project Mngmt,145
2019,HS,College of Health & Applied Science,CYB,Cybersecurity,157
2019,HS,College of Health & Applied Science,DANC,Dance,28
2019,HS,College of Health & Applied Science,EET,Electrical Engineering Tech,176
2019,HS,College of Health & Applied Science,EJMP,Extended Journalism&Media Prod,6
2019,HS,College of Health & Applied Science,EVE,Environmental Engineering,68
2019,HS,College of Health & Applied Science,EVTM,Event & Meeting Management,148
2019,HS,College of Health & Applied Science,EXS,Exercise Science,289
2019,HS,College of Health & Applied Science,FERA,Fire & Emergency Response Adm,97
2019,HS,College of Health & Applied Science,HCIS,Health Care Information System,17
2019,HS,College of Health & Applied Science,HCM,Health Care Management,204
2019,HS,College of Health & Applied Science,HCPS,Health Care Professional Srvcs,104
2019,HS,College of Health & Applied Science,HND,Human Nutrition - Dietetics,253
2019,HS,College of Health & Applied Science,HNS,Nutrition Science,2
2019,HS,College of Health & Applied Science,HPS,Human Performance & Sport,89
2019,HS,College of Health & Applied Science,HSP,Human Services,246
2019,HS,College of Health & Applied Science,HTE,"Hospitality, Tourism & Events",45
2019,HS,College of Health & Applied Science,HTL,Hotel Management,69
2019,HS,College of Health & Applied Science,IBM,International Business,1
2019,HS,College of Health & Applied Science,IDP,Individualized Degree Program,70
2019,HS,College of Health & Applied Science,IHC,Integrative Health Care,153
2019,HS,College of Health & Applied Science,IND,Industrial Design,228
2019,HS,College of Health & Applied Science,ITP,Integrative Therapeutic Pract,3
2019,LA,"College of Letters, Arts, & Sciences",JRN,Journalism,126
2019,HS,College of Health & Applied Science,MET,Mechanical Engineering Tech,411
2019,HS,College of Health & Applied Science,MPL,Media Production & Leadership,13
2019,HS,College of Health & Applied Science,NUR,Nursing,187
2019,HS,College of Health & Applied Science,PCAM,PCert-Airport Management,1
2019,HS,College of Health & Applied Science,PCBO,PCert-Brewery Operations,9
2019,HS,College of Health & Applied Science,PCEE,PCert-Electrical EngineerTech,2
2019,HS,College of Health & Applied Science,PCEV,PCert-Event & Meeting Mgt,2
2019,HS,College of Health & Applied Science,PCHM,PCert-Hotel Management,1
2019,HS,College of Health & Applied Science,PCME,PCert-AddManufacturingEngineer,1
2019,HS,College of Health & Applied Science,PCMM,PCert-Adv Comp Matrls & Mfg,3
2019,HS,College of Health & Applied Science,PCOR,PCert-Outdoor Rec Leadership,2
2019,HS,College of Health & Applied Science,PCSC,PCert-Space Commercialization,2
2019,HS,College of Health & Applied Science,PCSM,PCert-Engineering Mfg,1
2019,HS,College of Health & Applied Science,PCSS,PCert-SLHS-Leveling,3
2019,HS,College of Health & Applied Science,PCTR,PCert-Travel Consultant,2
2019,HS,College of Health & Applied Science,PCUA,PCert-Urban Agriculture,1
2019,HS,College of Health & Applied Science,PNUT,Prep Master Hmn Nutr & Dietet,1
2019,HS,College of Health & Applied Science,PR,Public Relations,15
2019,HS,College of Health & Applied Science,PSCL,PCert-Speech-Lang Pathlgy Asst,5
2019,HS,College of Health & Applied Science,RECR,Recreation Professions,50
2019,HS,College of Health & Applied Science,RST,Restaurant Management,40
2019,HS,College of Health & Applied Science,SLH,Speech Lang & Hearing Science,83
2019,HS,College of Health & Applied Science,SLHS,"Speech, Lang, Hearing Sciences",20
2019,HS,College of Health & Applied Science,SM,Sport Management,190
2019,HS,College of Health & Applied Science,SSE,Sustainable System Engineering,20
2019,HS,College of Health & Applied Science,SV,Sound and Vision,1
2019,HS,College of Health & Applied Science,SWK,Social Work,192
2019,HS,College of Health & Applied Science,SWKO,Social Work,73
2019,HS,College of Health & Applied Science,TCM,Technical Communications,64
2019,HS,College of Health & Applied Science,TTM,Travel and Tourism Management,34
2019,HS,College of Health & Applied Science,TWE,Technical Writing & Editing,6
2019,HS,College of Health & Applied Science,UNN,Undeclared Nursing Interest,697
2019,HS,College of Health & Applied Science,UNSW,Undeclared Social Work,159
2019,HS,College of Health & Applied Science,VP,Video Production,31
2020,0,No College Designated,0,Non-Degree Seeking,423
2020,0,No College Designated,PUND,Prep External,42
2020,BU,College of Business,ACC,Accounting,559
2020,BU,College of Business,BIT,Business Intelligence,44
2020,BU,College of Business,BNK,Banking,11
2020,BU,College of Business,CIN,Computer Information Systems,374
2020,BU,College of Business,ECO,Economics,98
2020,BU,College of Business,ENT,Entrepreneurship,223
2020,BU,College of Business,FIN,Finance,384
2020,BU,College of Business,GBS,Global Business Studies,51
2020,BU,College of Business,IBM,International Business,122
2020,BU,College of Business,IDP,Individualized Degree Program,5
2020,BU,College of Business,MGT,Management,649
2020,BU,College of Business,MGTO,Management,9
2020,BU,College of Business,MKT,Marketing,515
2020,BU,College of Business,MKTO,Marketing,15
2020,BU,College of Business,PACC,Prep Master Accounting,1
2020,BU,College of Business,PCEP,PCert-Entrepreneurship,1
2020,BU,College of Business,PCFP,PCert-Personal Financial Plan,1
2020,BU,College of Business,PCSA,PCert-Sales,1
2020,ED,School of Education,EDPB,SOE Applicant-Post-bac,3
2020,ED,School of Education,EDU,Elementary Education,335
2020,ED,School of Education,ELCE,Early Childhood Education,187
2020,ED,School of Education,IDP,Individualized Degree Program,5
2020,ED,School of Education,LECE,Licensure-Early Childhood Educ,8
2020,ED,School of Education,LEDS,Licensure-Secondary Education,39
2020,ED,School of Education,LEED,Licensure-Elementary Education,5
2020,ED,School of Education,LK12,Licensure-K-12 Education,16
2020,ED,School of Education,LSPL,Licensure-Special Education,2
2020,ED,School of Education,LTIR,Licensure-Teacher in Residence,82
2020,ED,School of Education,PCIP,PCert-Instructional Technology,2
2020,ED,School of Education,PCIT,PCert-Instructional Technology,1
2020,ED,School of Education,PETE,K-12 Physical Education,50
2020,ED,School of Education,SED,Special Education,100
2020,ED,School of Education,TLE,Pre-Elementary Education,2
2020,ED,School of Education,TLS,Pre-Secondary Education,7
2020,ED,School of Education,UNED,"Education, Undeclared",55
2020,LA,"College of Letters, Arts, & Sciences",AFS,Africana Studies,11
2020,LA,"College of Letters, Arts, & Sciences",ANT,Anthropology,84
2020,LA,"College of Letters, Arts, & Sciences",ART,Art,331
2020,LA,"College of Letters, Arts, & Sciences",ARTE,Art Education,35
2020,LA,"College of Letters, Arts, & Sciences",ARTH,"ArtHistory,Theory&Criticism",25
2020,LA,"College of Letters, Arts, & Sciences",BCHM,Biochemistry,124
2020,LA,"College of Letters, Arts, & Sciences",BHS,Behavioral Science,1
2020,LA,"College of Letters, Arts, & Sciences",BIO,Biology,974
2020,LA,"College of Letters, Arts, & Sciences",CDES,Communication Design,55
2020,LA,"College of Letters, Arts, & Sciences",CHE,Chemistry,120
2020,LA,"College of Letters, Arts, & Sciences",CHS,Chicano Studies,20
2020,LA,"College of Letters, Arts, & Sciences",COMS,Communication Studies,261
2020,HS,College of Health & Applied Science,CS,Computer Science,621
2020,HS,College of Health & Applied Science,CSI,Computer Science,2
2020,LA,"College of Letters, Arts, & Sciences",CST,Certificate-Span Transltn Prog,1
2020,LA,"College of Letters, Arts, & Sciences",DANC,Dance,27
2020,LA,"College of Letters, Arts, & Sciences",ENG,English,330
2020,LA,"College of Letters, Arts, & Sciences",ENGO,English,7
2020,LA,"College of Letters, Arts, & Sciences",ENV,Environmental Science,188
2020,LA,"College of Letters, Arts, & Sciences",GEG,Geography,27
2020,LA,"College of Letters, Arts, & Sciences",GELA,Applied Geology,38
2020,LA,"College of Letters, Arts, & Sciences",GSS,Geospatial Sciences,29
2020,LA,"College of Letters, Arts, & Sciences",GWS,Gndr Women Sexualities Studies,30
2020,LA,"College of Letters, Arts, & Sciences",HDFO,Human Dev. & Family Studies,15
2020,LA,"College of Letters, Arts, & Sciences",HDFS,Human Dev. and Family Studies,123
2020,LA,"College of Letters, Arts, & Sciences",HDV,Human Development,20
2020,LA,"College of Letters, Arts, & Sciences",HIS,History,313
2020,LA,"College of Letters, Arts, & Sciences",IDP,Individualized Degree Program,33
2020,LA,"College of Letters, Arts, & Sciences",LIN,Linguistics,55
2020,LA,"College of Letters, Arts, & Sciences",MDL,Modern Languages,88
2020,LA,"College of Letters, Arts, & Sciences",MED,Music Education,81
2020,LA,"College of Letters, Arts, & Sciences",MTH,Mathematics,150
2020,LA,"College of Letters, Arts, & Sciences",MTR,Meteorology,44
2020,LA,"College of Letters, Arts, & Sciences",MUS,Music,159
2020,LA,"College of Letters, Arts, & Sciences",PCGI,PCert-Geographic Info Systems,4
2020,LA,"College of Letters, Arts, & Sciences",PCST,PCert-Spanish Translation Prog,1
2020,LA,"College of Letters, Arts, & Sciences",PHI,Philosophy,36
2020,LA,"College of Letters, Arts, & Sciences",PHY,Physics,43
2020,LA,"College of Letters, Arts, & Sciences",PSC,Political Science,219
2020,LA,"College of Letters, Arts, & Sciences",PSY,Psychology,193
2020,LA,"College of Letters, Arts, & Sciences",PSYC,Psychology,792
2020,LA,"College of Letters, Arts, & Sciences",PUND,Prep External,1
2020,LA,"College of Letters, Arts, & Sciences",SLH,Speech Lang & Hearing Science,1
2020,LA,"College of Letters, Arts, & Sciences",SOC,Sociology,108
2020,LA,"College of Letters, Arts, & Sciences",SPC,Speech Communication,7
2020,LA,"College of Letters, Arts, & Sciences",STA,Statistical Science,5
2020,LA,"College of Letters, Arts, & Sciences",THE,Theatre,110
2020,LA,"College of Letters, Arts, & Sciences",UND,Undeclared,516
2020,LA,"College of Letters, Arts, & Sciences",UNDM,Pre-DIME,4
2020,LA,"College of Letters, Arts, & Sciences",UNID,Undeclared IDP,122
2020,LA,"College of Letters, Arts, & Sciences",UNTH,Undeclared Theatre - BFA,8
2020,LA,"College of Letters, Arts, & Sciences",WMS,Women's Studies,5
2020,HS,College of Health & Applied Science,AAM,Aviation & Aerospace Mgt,66
2020,HS,College of Health & Applied Science,AAMO,Aviation & Aerospace Mgt,1
2020,HS,College of Health & Applied Science,AMG,Aviation Management,1
2020,HS,College of Health & Applied Science,AMS,Advncd Manufacturing Sciences,51
2020,HS,College of Health & Applied Science,ASC,Aviation and Aerospace Science,542
2020,HS,College of Health & Applied Science,ATH,Athletic Training,9
2020,HS,College of Health & Applied Science,ATP,Athletic Training,75
2020,HS,College of Health & Applied Science,ATV,Aviation Technology,1
2020,HS,College of Health & Applied Science,BJRN,Broadcast Journalism,61
2020,HS,College of Health & Applied Science,BRWO,Brewery Operations,1
2020,HS,College of Health & Applied Science,CET,Civil Engineering Technology,180
2020,HS,College of Health & Applied Science,CHY,Certificate-High Risk Youth,1
2020,HS,College of Health & Applied Science,CJC,Criminal Justice & Criminology,919
2020,HS,College of Health & Applied Science,CPE,Computer Engineering,91
2020,HS,College of Health & Applied Science,CPM,Construction Project Mngmt,162
2020,HS,College of Health & Applied Science,CSME,Certificate-Engineering Mfg,3
2020,HS,College of Health & Applied Science,CSS,Certificate-SLHS-Leveling,4
2020,HS,College of Health & Applied Science,CYB,Cybersecurity,224
2020,HS,College of Health & Applied Science,DANC,Dance,1
2020,HS,College of Health & Applied Science,EET,Electrical Engineering Tech,159
2020,HS,College of Health & Applied Science,EJMP,Extended Journalism&Media Prod,9
2020,HS,College of Health & Applied Science,EVE,Environmental Engineering,81
2020,HS,College of Health & Applied Science,EXS,Exercise Science,317
2020,HS,College of Health & Applied Science,FERA,Fire & Emergency Response Adm,96
2020,HS,College of Health & Applied Science,HCIS,Health Care Information System,17
2020,HS,College of Health & Applied Science,HCM,Health Care Management,182
2020,HS,College of Health & Applied Science,HCMO,Health Care Management,2
2020,HS,College of Health & Applied Science,HCPO,Health Care Professional Srvcs,10
2020,HS,College of Health & Applied Science,HCPS,Health Care Professional Srvcs,86
2020,HS,College of Health & Applied Science,HND,Human Nutrition - Dietetics,204
2020,HS,College of Health & Applied Science,HNS,Nutrition Science,13
2020,HS,College of Health & Applied Science,HPS,Human Performance & Sport,23
2020,HS,College of Health & Applied Science,HSP,Human Services,199
2020,HS,College of Health & Applied Science,HTE,"Hospitality, Tourism & Events",1
2020,HS,College of Health & Applied Science,IBM,International Business,1
2020,HS,College of Health & Applied Science,IDP,Individualized Degree Program,33
2020,HS,College of Health & Applied Science,IHC,Integrative Health Care,109
2020,HS,College of Health & Applied Science,IND,Industrial Design,209
2020,LA,"College of Letters, Arts, & Sciences",JRN,Journalism,113
2020,HS,College of Health & Applied Science,LSM,Lifestyle Medicine,13
2020,HS,College of Health & Applied Science,MET,Mechanical Engineering Tech,355
2020,HS,College of Health & Applied Science,MPL,Media Production & Leadership,24
2020,HS,College of Health & Applied Science,NUR,Nursing,197
2020,HS,College of Health & Applied Science,PCAM,PCert-Airport Management,2
2020,HS,College of Health & Applied Science,PCEE,PCert-Electrical EngineerTech,1
2020,HS,College of Health & Applied Science,PCHY,PCert-High Risk Youth Studies,2
2020,HS,College of Health & Applied Science,PCNP,PCert-Nonprofit Studies,2
2020,HS,College of Health & Applied Science,PCSC,PCert-Space Commercialization,1
2020,HS,College of Health & Applied Science,PCSM,PCert-Engineering Mfg,2
2020,HS,College of Health & Applied Science,PCSS,PCert-SLHS-Leveling,3
2020,HS,College of Health & Applied Science,PNUT,Prep Master Hmn Nutr & Dietet,10
2020,HS,College of Health & Applied Science,PR,Public Relations,20
2020,HS,College of Health & Applied Science,PSCL,PCert-Speech-Lang Pathlgy Asst,7
2020,HS,College of Health & Applied Science,PSWK,Prep Master Social Work,1
2020,HS,College of Health & Applied Science,RECR,Recreation Professions,42
2020,HS,College of Health & Applied Science,SLH,Speech Lang & Hearing Science,45
2020,HS,College of Health & Applied Science,SLHS,"Speech, Lang, Hearing Sciences",67
2020,HS,College of Health & Applied Science,SM,Sport Management,196
2020,HS,College of Health & Applied Science,SSE,Sustainable System Engineering,18
2020,HS,College of Health & Applied Science,SWK,Social Work,195
2020,HS,College of Health & Applied Science,SWKO,Social Work,71
2020,HS,College of Health & Applied Science,TCM,Technical Communications,27
2020,HS,College of Health & Applied Science,TWE,Technical Writing & Editing,13
2020,HS,College of Health & Applied Science,UNN,Undeclared Nursing Interest,757
2020,HS,College of Health & Applied Science,UNSW,Undeclared Social Work,186
2020,HS,College of Health & Applied Science,VP,Video Production,74
2020,SH,School of Hospitality,BRWO,Brewery Operations,52
2020,SH,School of Hospitality,CBO,Certificate-Brewery Operations,2
2020,SH,School of Hospitality,CBPO,Craft Brewing & Pub Operations,16
2020,SH,School of Hospitality,CEVT,Certificate-Event & Meeting Mg,3
2020,SH,School of Hospitality,CHM,Certificate-Hotel Management,3
2020,SH,School of Hospitality,CTRC,Certificate-Travel Consultant,2
2020,SH,School of Hospitality,EVTM,Event & Meeting Management,115
2020,SH,School of Hospitality,HLDR,Hospitality Leadership,33
2020,SH,School of Hospitality,HTE,"Hospitality, Tourism & Events",16
2020,SH,School of Hospitality,HTL,Hotel Management,55
2020,SH,School of Hospitality,IDP,Individualized Degree Program,1
2020,SH,School of Hospitality,PCBO,PCert-Brewery Operations,3
2020,SH,School of Hospitality,PCEV,PCert-Event & Meeting Mgt,2
2020,SH,School of Hospitality,RST,Restaurant Management,35
2020,SH,School of Hospitality,TTM,Travel and Tourism Management,24
2021,0,No College Designated,0,Non-Degree Seeking,607
2021,0,No College Designated,PUND,Prep External,45
2021,AA,Academic Affairs,CWS,Certificate-Water Studies,1
2021,BU,College of Business,ACC,Accounting,499
2021,BU,College of Business,BIT,Business Intelligence,162
2021,BU,College of Business,BITO,Business Intelligence,21
2021,BU,College of Business,BNK,Banking,15
2021,BU,College of Business,BNKO,Banking,1
2021,BU,College of Business,CIN,Computer Information Systems,295
2021,BU,College of Business,ECO,Economics,77
2021,BU,College of Business,ENT,Entrepreneurship,220
2021,BU,College of Business,FIN,Finance,375
2021,BU,College of Business,GBS,Global Business Studies,44
2021,BU,College of Business,IBM,International Business,100
2021,BU,College of Business,IDP,Individualized Degree Program,3
2021,BU,College of Business,MGT,Management,577
2021,BU,College of Business,MGTO,Management,25
2021,BU,College of Business,MKT,Marketing,396
2021,BU,College of Business,MKTO,Marketing,23
2021,BU,College of Business,PCDM,PCert-Digital Marketing,1
2021,BU,College of Business,PCEP,PCert-Entrepreneurship,3
2021,BU,College of Business,PCFP,PCert-Personal Financial Plan,1
2021,BU,College of Business,PCSA,PCert-Sales,1
2021,BU,College of Business,PSBA,Professional Selling,10
2021,ED,School of Education,CITO,Certificate-Instr. Tech.,1
2021,ED,School of Education,EDPB,SOE Applicant-Post-bac,4
2021,ED,School of Education,EDU,Elementary Education,317
2021,ED,School of Education,ELCE,Early Childhood Education,156
2021,ED,School of Education,IDP,Individualized Degree Program,5
2021,ED,School of Education,LECE,Licensure-Early Childhood Educ,9
2021,ED,School of Education,LEDS,Licensure-Secondary Education,32
2021,ED,School of Education,LEED,Licensure-Elementary Education,1
2021,ED,School of Education,LK12,Licensure-K-12 Education,13
2021,ED,School of Education,LSPL,Licensure-Special Education,1
2021,ED,School of Education,LTIR,Licensure-Teacher in Residence,79
2021,ED,School of Education,PCIP,PCert-Instructional Technology,2
2021,ED,School of Education,PETE,K-12 Physical Education,52
2021,ED,School of Education,SED,Special Education,85
2021,ED,School of Education,TLK,Pre-K-12 Education,4
2021,ED,School of Education,TLS,Pre-Secondary Education,6
2021,ED,School of Education,UNED,"Education, Undeclared",27
2021,HS,College of Health & Applied Science,AAM,Aviation & Aerospace Mgt,66
2021,HS,College of Health & Applied Science,AAMO,Aviation & Aerospace Mgt,3
2021,HS,College of Health & Applied Science,AMG,Aviation Management,1
2021,HS,College of Health & Applied Science,AMS,Advncd Manufacturing Sciences,52
2021,HS,College of Health & Applied Science,ASC,Aviation and Aerospace Science,495
2021,HS,College of Health & Applied Science,ATP,Athletic Training,28
2021,HS,College of Health & Applied Science,ATV,Aviation Technology,1
2021,HS,College of Health & Applied Science,CAMG,Certificate-Airport Management,1
2021,HS,College of Health & Applied Science,CET,Civil Engineering Technology,153
2021,HS,College of Health & Applied Science,CJC,Criminal Justice & Criminology,755
2021,HS,College of Health & Applied Science,CNPS,Certificate-Nonprofit Studies,1
2021,HS,College of Health & Applied Science,CPE,Computer Engineering,102
2021,HS,College of Health & Applied Science,CPM,Construction Project Mngmt,165
2021,HS,College of Health & Applied Science,CS,Computer Science,558
2021,HS,College of Health & Applied Science,CSC,Certificate-Space Commercltzn,1
2021,HS,College of Health & Applied Science,CSI,Computer Science,1
2021,HS,College of Health & Applied Science,CSME,Certificate-Engineering Mfg,3
2021,HS,College of Health & Applied Science,CSS,Certificate-SLHS-Leveling,1
2021,HS,College of Health & Applied Science,CWS,Certificate-Water Studies,1
2021,HS,College of Health & Applied Science,CYB,Cybersecurity,269
2021,HS,College of Health & Applied Science,EET,Electrical Engineering Tech,144
2021,HS,College of Health & Applied Science,EVE,Environmental Engineering,67
2021,HS,College of Health & Applied Science,EXS,Exercise Science,317
2021,HS,College of Health & Applied Science,FERA,Fire & Emergency Response Adm,78
2021,HS,College of Health & Applied Science,HCIS,Health Care Information System,20
2021,HS,College of Health & Applied Science,HCM,Health Care Management,148
2021,HS,College of Health & Applied Science,HCMO,Health Care Management,13
2021,HS,College of Health & Applied Science,HCPO,Health Care Professional Srvcs,17
2021,HS,College of Health & Applied Science,HCPS,Health Care Professional Srvcs,84
2021,HS,College of Health & Applied Science,HND,Human Nutrition - Dietetics,137
2021,HS,College of Health & Applied Science,HNS,Nutrition Science,11
2021,HS,College of Health & Applied Science,HPS,Human Performance & Sport,3
2021,HS,College of Health & Applied Science,HSP,Human Services,165
2021,HS,College of Health & Applied Science,IBM,International Business,1
2021,HS,College of Health & Applied Science,IDP,Individualized Degree Program,23
2021,HS,College of Health & Applied Science,IHC,Integrative Health Care,100
2021,HS,College of Health & Applied Science,IND,Industrial Design,177
2021,HS,College of Health & Applied Science,LSM,Lifestyle Medicine,27
2021,HS,College of Health & Applied Science,MET,Mechanical Engineering Tech,338
2021,HS,College of Health & Applied Science,NUD,Nutrition and Dietetics,31
2021,HS,College of Health & Applied Science,NUR,Nursing,115
2021,HS,College of Health & Applied Science,NURO,Nursing- BRNCO,36
2021,HS,College of Health & Applied Science,PCAM,PCert-Airport Management,2
2021,HS,College of Health & Applied Science,PCNP,PCert-Nonprofit Studies,1
2021,HS,College of Health & Applied Science,PCSM,PCert-Engineering Mfg,2
2021,HS,College of Health & Applied Science,PCSS,PCert-SLHS-Leveling,5
2021,HS,College of Health & Applied Science,PCUC,PCert-Unmanned Aircraft System,1
2021,HS,College of Health & Applied Science,PCWS,PCert-Water Studies,1
2021,HS,College of Health & Applied Science,PNUD,Prep Master Nutrition&Dietetic,4
2021,HS,College of Health & Applied Science,PNUT,Prep Master Hmn Nutr & Dietet,1
2021,HS,College of Health & Applied Science,PSCL,PCert-Speech-Lang Pathlgy Asst,2
2021,HS,College of Health & Applied Science,PUB,Public Health,6
2021,HS,College of Health & Applied Science,RECR,Recreation Professions,20
2021,HS,College of Health & Applied Science,SLH,Speech Lang & Hearing Science,20
2021,HS,College of Health & Applied Science,SLHS,"Speech, Lang, Hearing Sciences",66
2021,HS,College of Health & Applied Science,SM,Sport Management,166
2021,HS,College of Health & Applied Science,SSE,Sustainable System Engineering,13
2021,HS,College of Health & Applied Science,SWK,Social Work,194
2021,HS,College of Health & Applied Science,SWKM,Social Work - MSW,1
2021,HS,College of Health & Applied Science,SWKO,Social Work,90
2021,HS,College of Health & Applied Science,UNN,Undeclared Nursing Interest,597
2021,HS,College of Health & Applied Science,UNSW,Undeclared Social Work,163
2021,LA,"College of Letters, Arts, & Sciences",AFS,Africana Studies,8
2021,LA,"College of Letters, Arts, & Sciences",ANT,Anthropology,86
2021,LA,"College of Letters, Arts, & Sciences",ART,Art,324
2021,LA,"College of Letters, Arts, & Sciences",ARTE,Art Education,26
2021,LA,"College of Letters, Arts, & Sciences",ARTH,"ArtHistory,Theory&Criticism",31
2021,LA,"College of Letters, Arts, & Sciences",BCHM,Biochemistry,98
2021,LA,"College of Letters, Arts, & Sciences",BIO,Biology,797
2021,LA,"College of Letters, Arts, & Sciences",BJRN,Broadcast Journalism,58
2021,LA,"College of Letters, Arts, & Sciences",CDES,Communication Design,48
2021,LA,"College of Letters, Arts, & Sciences",CGIS,Certificate-Geographic Info Sy,1
2021,LA,"College of Letters, Arts, & Sciences",CHE,Chemistry,117
2021,LA,"College of Letters, Arts, & Sciences",CHS,Chicano Studies,13
2021,LA,"College of Letters, Arts, & Sciences",COMS,Communication Studies,218
2021,HS,College of Health & Applied Science,CS,Computer Science,13
2021,LA,"College of Letters, Arts, & Sciences",CST,Certificate-Span Transltn Prog,4
2021,LA,"College of Letters, Arts, & Sciences",DANC,Dance,23
2021,LA,"College of Letters, Arts, & Sciences",EJMP,Extended Journalism&Media Prod,5
2021,LA,"College of Letters, Arts, & Sciences",ENG,English,307
2021,LA,"College of Letters, Arts, & Sciences",ENGO,English,21
2021,LA,"College of Letters, Arts, & Sciences",ENV,Environmental Science,160
2021,LA,"College of Letters, Arts, & Sciences",GEG,Geography,18
2021,LA,"College of Letters, Arts, & Sciences",GELA,Applied Geology,36
2021,LA,"College of Letters, Arts, & Sciences",GSS,Geospatial Sciences,18
2021,LA,"College of Letters, Arts, & Sciences",GWS,Gndr Women Sexualities Studies,27
2021,LA,"College of Letters, Arts, & Sciences",HDFO,Human Dev. & Family Studies,37
2021,LA,"College of Letters, Arts, & Sciences",HDFS,Human Dev. and Family Studies,131
2021,LA,"College of Letters, Arts, & Sciences",HDV,Human Development,9
2021,LA,"College of Letters, Arts, & Sciences",HIS,History,271
2021,LA,"College of Letters, Arts, & Sciences",IDP,Individualized Degree Program,24
2021,LA,"College of Letters, Arts, & Sciences",JRN,Journalism,88
2021,LA,"College of Letters, Arts, & Sciences",LIN,Linguistics,56
2021,LA,"College of Letters, Arts, & Sciences",MDL,Modern Languages,84
2021,LA,"College of Letters, Arts, & Sciences",MED,Music Education,63
2021,LA,"College of Letters, Arts, & Sciences",MPL,Media Production & Leadership,31
2021,LA,"College of Letters, Arts, & Sciences",MTH,Mathematics,129
2021,LA,"College of Letters, Arts, & Sciences",MTR,Meteorology,33
2021,LA,"College of Letters, Arts, & Sciences",MUS,Music,134
2021,LA,"College of Letters, Arts, & Sciences",PCGI,PCert-Geographic Info Systems,5
2021,LA,"College of Letters, Arts, & Sciences",PHI,Philosophy,34
2021,LA,"College of Letters, Arts, & Sciences",PHY,Physics,37
2021,LA,"College of Letters, Arts, & Sciences",PR,Public Relations,17
2021,LA,"College of Letters, Arts, & Sciences",PSC,Political Science,189
2021,LA,"College of Letters, Arts, & Sciences",PSY,Psychology,67
2021,LA,"College of Letters, Arts, & Sciences",PSYC,Psychology,940
2021,LA,"College of Letters, Arts, & Sciences",PSYO,Psychology,17
2021,LA,"College of Letters, Arts, & Sciences",SLH,Speech Lang & Hearing Science,1
2021,LA,"College of Letters, Arts, & Sciences",SOC,Sociology,82
2021,LA,"College of Letters, Arts, & Sciences",SPC,Speech Communication,2
2021,LA,"College of Letters, Arts, & Sciences",STA,Statistical Science,10
2021,LA,"College of Letters, Arts, & Sciences",TCM,Technical Communications,13
2021,LA,"College of Letters, Arts, & Sciences",THE,Theatre,92
2021,LA,"College of Letters, Arts, & Sciences",TWE,Technical Writing & Editing,13
2021,LA,"College of Letters, Arts, & Sciences",UND,Undeclared,463
2021,LA,"College of Letters, Arts, & Sciences",UNID,Undeclared IDP,100
2021,LA,"College of Letters, Arts, & Sciences",UNSW,Undeclared Social Work,1
2021,LA,"College of Letters, Arts, & Sciences",UNTH,Undeclared Theatre - BFA,14
2021,LA,"College of Letters, Arts, & Sciences",VP,Video Production,78
2021,LA,"College of Letters, Arts, & Sciences",WMS,Women's Studies,3
2021,HS,College of Health & Applied Science,AAM,Aviation & Aerospace Mgt,2
