Major Code,Major Desc,Count,Year
HCPS,Health Care Professional Srvcs,0,2006
HTL,Hotel Management,0,2006
NBSM,Non-Degree Business Admin,0,2006
PCBR,PCert-Brewing Science,0,2006
PCEE,PCert-Electrical EngineerTech,0,2006
PCEV,PCert-Event & Meeting Mgt,0,2006
PCFP,PCert-Personal Financial Plan,0,2006
PCGI,PCert-Geographic Info Systems,0,2006
PCHD,PCert-Health Data Science,0,2006
PCME,PCert-AddManufacturingEngineer,0,2006
PCNP,PCert-Nonprofit Studies,0,2006
PCOR,PCert-Outdoor Rec Leadership,0,2006
PCSA,PCert-Sales,0,2006
PCSS,PCert-SLHS-Leveling,0,2006
PCTM,PCert-Tourism Management,0,2006
PETE,K-12 Physical Education,0,2006
RST,Restaurant Management,0,2006
SM,Sport Management,0,2006
SSE,Sustainable System Engineering,0,2006
TTM,Travel and Tourism Management,0,2006
BJRN,Broadcast Journalism,0,2006
CWS,Certificate-Water Studies,0,2006
CYB,Cybersecurity,0,2006
DANC,Dance,0,2006
PCAM,PCert-Airport Management,0,2006
PCBA,PCert-BilingualEdSpecAgency,0,2006
PCBO,PCert-Brewery Operations,0,2006
PCCT,PCert-Corporate Travel,0,2006
PCHM,PCert-Hotel Management,0,2006
PCRM,PCert-Restaurant Management,0,2006
PCSC,PCert-Space Commercialization,0,2006
PCST,PCert-Spanish Translation Prog,0,2006
PCTR,PCert-Travel Consultant,0,2006
PUND,Prep External,0,2006
UNDM,Pre-DIME,0,2006
UNID,Undeclared IDP,0,2006
BNK,Banking,0,2006
CAME,Certificate-AdditiveMfgEngneer,0,2006
CBO,Certificate-Brewery Operations,0,2006
CHNS,Certificate-Hmn Nutrition Sci,0,2006
CIM,Computer Info Syst & Mgt Sci,0,2006
CSTM,Certificate-STEMpath Cybrscrty,0,2006
CYBM,Cybersecurity-MS,0,2006
EJMP,Extended Journalism&Media Prod,0,2006
HDFS,Human Dev. and Family Studies,0,2006
HNS,Nutrition Science,0,2006
MPL,Media Production & Leadership,0,2006
NUTM,Human Nutrition & Dietetics-MS,0,2006
PCMM,PCert-Adv Comp Matrls & Mfg,0,2006
PCSM,PCert-Engineering Mfg,0,2006
PCUA,PCert-Urban Agriculture,0,2006
PNUT,Prep Master Hmn Nutr & Dietet,0,2006
PR,Public Relations,0,2006
PSYC,Psychology,0,2006
SLHS,"Speech, Lang, Hearing Sciences",0,2006
STA,Statistical Science,0,2006
SV,Sound and Vision,0,2006
SWKO,Social Work,0,2006
SWMO,Social Work-MSW-ONL,0,2006
TWE,Technical Writing & Editing,0,2006
VP,Video Production,0,2006
AAMO,Aviation & Aerospace Mgt-ONL,0,2006
BHAM,Clinical Behavioral Health,0,2006
BIT,Business Intelligence,0,2006
CLEA,Certificate-CyberLeadership,0,2006
CNDI,Certificate-DieteticInternship,0,2006
CSME,Certificate-Engineering Mfg,0,2006
CTRC,Certificate-Travel Consultant,0,2006
ENGO,English-ONL,0,2006
HCMO,Health Care Management-ONL,0,2006
HCPO,Health Care Profess. Srvcs ONL,0,2006
HDFO,Human Dev. & Family Stud.-ONL,0,2006
HLDR,Hospitality Leadership,0,2006
LSM,Lifestyle Medicine,0,2006
MGTO,Management-ONL,0,2006
MKTO,Marketing-ONL,0,2006
NBHM,Non-Degree Clinical Behvrl Hlt,0,2006
PCHY,PCert-High Risk Youth Studies,0,2006
PCIP,PCert-Instructional Technology,0,2006
PCIT,PCert-Instructional Technology,0,2006
UNTH,Undeclared Theatre-BFA,0,2006
0,Non-Degree Seeking,544,2007
AAS,African American Studies,14,2007
ACC,Accounting,837,2007
AMG,Aviation Management,90,2007
ANT,Anthropology,138,2007
ART,Art,885,2007
ATV,Aviation Technology,365,2007
BHS,Behavioral Science,649,2007
BIO,Biology,1005,2007
CET,Civil Engineering Technology,176,2007
CFP,Certificate-Persnl Fin Planng,0,2007
CHE,Chemistry,242,2007
CHS,Chicano Studies,20,2007
CIN,Computer Information Systems,394,2007
CJC,Criminal Justice & Criminology,999,2007
CSI,Computer Science,267,2007
ECO,Economics,122,2007
EET,Electrical Engineering Tech,157,2007
ENG,English,735,2007
ENG6,Creative Writing,0,2007
ENV,Environmental Science,176,2007
FIN,Finance,535,2007
HCM,Health Care Management,211,2007
HIS,History,613,2007
HMT,"Hospitality, Meeting & Tvl Adm",225,2007
HPS,Human Performance & Sport,586,2007
HSP,Human Services,356,2007
HSW,Human Services,0,2007
IDP,Individualized Degree Program,161,2007
IND,Industrial Design,212,2007
ITS,Industrial & Technical Studies,0,2007
JRN,Journalism,483,2007
LECE,Licensure-Early Childhood Educ,9,2007
LEDS,Licensure-Secondary Education,88,2007
LEED,Licensure-Elementary Education,148,2007
LES,Leisure Studies,43,2007
LK12,Licensure-K-12 Education,28,2007
LSPL,Licensure-Special Education,46,2007
LTIR,Licensure-Teacher in Residence,124,2007
LTLE,Licensure-General Elementary,0,2007
LTLG,Licensure-General Teacher Lic,55,2007
LUS,Land Use,139,2007
MDL,Modern Languages,228,2007
MED,Music Education,122,2007
MET,Mechanical Engineering Tech,160,2007
MGT,Management,1092,2007
MKT,Marketing,720,2007
MTH,Mathematics,194,2007
MTR,Meteorology,62,2007
MUS,Music,209,2007
NUR,Nursing,95,2007
PHI,Philosophy,83,2007
PHY,Physics,61,2007
PSC,Political Science,348,2007
PSY,Psychology,859,2007
SOC,Sociology,161,2007
SPA,Spanish,0,2007
SPC,Speech Communication,370,2007
SUM,Surveying & Mapping,57,2007
SWK,Social Work,284,2007
TCM,Technical Communications,102,2007
TIA,Technical & Industrial Admin,0,2007
TLC,Pre-Early Childhood Education,6,2007
TLE,Pre-Elementary Education,42,2007
TLK,Pre-K-12 Education,16,2007
TLP,Pre-Special Education,9,2007
TLS,Pre-Secondary Education,36,2007
UND,Undeclared,3214,2007
UNN,Undeclared Nursing Interest,241,2007
CBF,Certificate-French Basic Comp,0,2007
CCS,Certificate-Condtiong Speclist,0,2007
CGP,Certificate-Gerontology-PrfSrv,0,2007
HDV,Human Development,258,2007
SED,Special Education,152,2007
CDA,Certificate-Database Speclist,0,2007
CEE,Certificate-Electric Engg Tech,0,2007
CSKD,Certificate-Chld-Adol Mntl Hlt,0,2007
THE,Theatre,148,2007
CBS,Certificate-Spanish Basic Comp,1,2007
CGIS,Certificate-Geographic Info Sy,0,2007
CHY,Certificate-High Risk Youth,0,2007
CMP,Certificate-Multimedia Prodctn,0,2007
CSKA,Certificate-Family Presrv Svcs,0,2007
CSKE,Certificate-Gay-Lesbian Svcs,0,2007
CGTS,Certificate-Geotechnology Syst,0,2007
CSKF,Certificate-Women's Services,1,2007
ITP,Integrative Therapeutic Pract,56,2007
CNS,Certificate-Network Spec in IS,1,2007
HTE,"Hospitality, Tourism & Events",127,2007
RECR,Recreation Professions,15,2007
CSR2,Certificate-Engr/Constr Surv,0,2007
HND,Human Nutrition-Dietetics,0,2007
ATH,Athletic Training,0,2007
CAC,Certificate-Accounting,0,2007
CCP,Certificate-Career&Prsnl Devlt,0,2007
CPD,Certificate-Public Adminstrtn,0,2007
CWE,Certificate-Tech Writng&Editng,0,2007
SLH,Speech Lang & Hearing Science,0,2007
ACCM,Professional Accountancy,0,2007
CSL,Certificate-SpcLangPathlgyAsst,0,2007
CWD,Certificate-WebDeveloprInfoSys,0,2007
TEDM,Teacher Education-MAT,0,2007
WMS,Women's Studies,0,2007
LIN,Linguistics,0,2007
NACM,Non-Degree Prof Accountancy,0,2007
NTEM,Non-Degree Teacher Education,0,2007
SWKM,Social Work-MSW,0,2007
ARTH,"ArtHistory,Theory&Criticism",0,2007
NSWM,Non-Degree Social Work,0,2007
AAM,Aviation & Aerospace Mgt,0,2007
AFS,Africana Studies,0,2007
ASC,Aviation and Aerospace Science,0,2007
CDES,Communication Design,0,2007
CS,Computer Science,0,2007
UNED,"Education, Undeclared",0,2007
BCHM,Biochemistry,0,2007
ELCE,Early Childhood Education,0,2007
IHC,Integrative Health Care,0,2007
EDU,Elementary Education,0,2007
BRWO,Brewery Operations,0,2007
BRWP,Brew Pub Operations,0,2007
CBRW,Certificate-Brewing Science,0,2007
CEM,Certificate-Events Management,0,2007
CEP,Certificate-Entrepreneurship,0,2007
CEVT,Certificate-Event & Meeting Mg,0,2007
CHDS,Certificate-HealthDataScience,0,2007
CHM,Certificate-Hotel Management,0,2007
CISP,Certificate-Indiv Suprvsd Prac,0,2007
CNPS,Certificate-Nonprofit Studies,0,2007
COMS,Communication Studies,0,2007
CRM,Certificate-Restaurant Mgmt,0,2007
CSS,Certificate-SLHS-Leveling,0,2007
CST,Certificate-Span Transltn Prog,0,2007
CWC,Certificate-Wellness Coaching,0,2007
EDPB,SOE Applicant-Post-bac,0,2007
ENT,Entrepreneurship,0,2007
EVTM,Event & Meeting Management,0,2007
GBS,Global Business Studies,0,2007
GSS,Geospatial Sciences,0,2007
HCIS,Health Care Information System,0,2007
IBM,International Business,0,2007
IDPD,IDP-DIME,0,2007
MTHC,Math Masters Courses,0,2007
PACC,Prep Master Accounting,0,2007
PCEP,PCert-Entrepreneurship,0,2007
PSCL,PCert-Speech-Lang Pathlgy Asst,0,2007
PSWK,Prep Master Social Work,0,2007
PTED,Prep Master Teacher Ed,0,2007
UNSW,Undeclared Social Work,0,2007
AMS,Advncd Manufacturing Sciences,0,2007
ARTE,Art Education,0,2007
ATP,Athletic Training,0,2007
BUSM,Business Administration,0,2007
CASS,Certificate-Autsm&SgnftSupNeed,0,2007
CBPO,Craft Brewing & Pub Operations,0,2007
CPE,Computer Engineering,0,2007
CPM,Construction Project Mngmt,0,2007
CSC,Certificate-Space Commercltzn,0,2007
EVE,Environmental Engineering,0,2007
EXS,Exercise Science,0,2007
FERA,Fire & Emergency Response Adm,0,2007
GEG,Geography,0,2007
GELA,Applied Geology,0,2007
GWS,Gndr Women Sexualities Studies,0,2007
HCMM,Health Administration,0,2007
HCPS,Health Care Professional Srvcs,0,2007
HTL,Hotel Management,0,2007
NBSM,Non-Degree Business Admin,0,2007
PCBR,PCert-Brewing Science,0,2007
PCEE,PCert-Electrical EngineerTech,0,2007
PCEV,PCert-Event & Meeting Mgt,0,2007
PCFP,PCert-Personal Financial Plan,0,2007
PCGI,PCert-Geographic Info Systems,0,2007
PCHD,PCert-Health Data Science,0,2007
PCME,PCert-AddManufacturingEngineer,0,2007
PCNP,PCert-Nonprofit Studies,0,2007
PCOR,PCert-Outdoor Rec Leadership,0,2007
PCSA,PCert-Sales,0,2007
PCSS,PCert-SLHS-Leveling,0,2007
PCTM,PCert-Tourism Management,0,2007
PETE,K-12 Physical Education,0,2007
RST,Restaurant Management,0,2007
SM,Sport Management,0,2007
SSE,Sustainable System Engineering,0,2007
TTM,Travel and Tourism Management,0,2007
BJRN,Broadcast Journalism,0,2007
CWS,Certificate-Water Studies,0,2007
CYB,Cybersecurity,0,2007
DANC,Dance,0,2007
PCAM,PCert-Airport Management,0,2007
PCBA,PCert-BilingualEdSpecAgency,0,2007
PCBO,PCert-Brewery Operations,0,2007
PCCT,PCert-Corporate Travel,0,2007
PCHM,PCert-Hotel Management,0,2007
PCRM,PCert-Restaurant Management,0,2007
PCSC,PCert-Space Commercialization,0,2007
PCST,PCert-Spanish Translation Prog,0,2007
PCTR,PCert-Travel Consultant,0,2007
PUND,Prep External,0,2007
UNDM,Pre-DIME,0,2007
UNID,Undeclared IDP,0,2007
BNK,Banking,0,2007
CAME,Certificate-AdditiveMfgEngneer,0,2007
CBO,Certificate-Brewery Operations,0,2007
CHNS,Certificate-Hmn Nutrition Sci,0,2007
CIM,Computer Info Syst & Mgt Sci,0,2007
CSTM,Certificate-STEMpath Cybrscrty,0,2007
CYBM,Cybersecurity-MS,0,2007
EJMP,Extended Journalism&Media Prod,0,2007
HDFS,Human Dev. and Family Studies,0,2007
HNS,Nutrition Science,0,2007
MPL,Media Production & Leadership,0,2007
NUTM,Human Nutrition & Dietetics-MS,0,2007
PCMM,PCert-Adv Comp Matrls & Mfg,0,2007
PCSM,PCert-Engineering Mfg,0,2007
PCUA,PCert-Urban Agriculture,0,2007
PNUT,Prep Master Hmn Nutr & Dietet,0,2007
PR,Public Relations,0,2007
PSYC,Psychology,0,2007
SLHS,"Speech, Lang, Hearing Sciences",0,2007
STA,Statistical Science,0,2007
SV,Sound and Vision,0,2007
SWKO,Social Work,0,2007
SWMO,Social Work-MSW-ONL,0,2007
TWE,Technical Writing & Editing,0,2007
VP,Video Production,0,2007
AAMO,Aviation & Aerospace Mgt-ONL,0,2007
BHAM,Clinical Behavioral Health,0,2007
BIT,Business Intelligence,0,2007
CLEA,Certificate-CyberLeadership,0,2007
CNDI,Certificate-DieteticInternship,0,2007
CSME,Certificate-Engineering Mfg,0,2007
CTRC,Certificate-Travel Consultant,0,2007
ENGO,English-ONL,0,2007
HCMO,Health Care Management-ONL,0,2007
HCPO,Health Care Profess. Srvcs ONL,0,2007
HDFO,Human Dev. & Family Stud.-ONL,0,2007
HLDR,Hospitality Leadership,0,2007
LSM,Lifestyle Medicine,0,2007
MGTO,Management-ONL,0,2007
MKTO,Marketing-ONL,0,2007
NBHM,Non-Degree Clinical Behvrl Hlt,0,2007
PCHY,PCert-High Risk Youth Studies,0,2007
PCIP,PCert-Instructional Technology,0,2007
PCIT,PCert-Instructional Technology,0,2007
UNTH,Undeclared Theatre-BFA,0,2007
0,Non-Degree Seeking,497,2008
AAS,African American Studies,13,2008
ACC,Accounting,849,2008
AMG,Aviation Management,81,2008
ANT,Anthropology,145,2008
ART,Art,886,2008
ATV,Aviation Technology,367,2008
BHS,Behavioral Science,584,2008
BIO,Biology,1078,2008
CET,Civil Engineering Technology,174,2008
CFP,Certificate-Persnl Fin Planng,0,2008
CHE,Chemistry,235,2008
CHS,Chicano Studies,51,2008
CIN,Computer Information Systems,394,2008
CJC,Criminal Justice & Criminology,992,2008
CSI,Computer Science,316,2008
ECO,Economics,104,2008
EET,Electrical Engineering Tech,167,2008
ENG,English,751,2008
ENG6,Creative Writing,0,2008
ENV,Environmental Science,196,2008
FIN,Finance,510,2008
HCM,Health Care Management,212,2008
HIS,History,594,2008
HMT,"Hospitality, Meeting & Tvl Adm",121,2008
HPS,Human Performance & Sport,616,2008
HSP,Human Services,359,2008
HSW,Human Services,0,2008
IDP,Individualized Degree Program,197,2008
IND,Industrial Design,199,2008
ITS,Industrial & Technical Studies,0,2008
JRN,Journalism,497,2008
LECE,Licensure-Early Childhood Educ,17,2008
LEDS,Licensure-Secondary Education,80,2008
LEED,Licensure-Elementary Education,154,2008
LES,Leisure Studies,21,2008
LK12,Licensure-K-12 Education,33,2008
LSPL,Licensure-Special Education,34,2008
LTIR,Licensure-Teacher in Residence,157,2008
LTLE,Licensure-General Elementary,0,2008
LTLG,Licensure-General Teacher Lic,47,2008
LUS,Land Use,147,2008
MDL,Modern Languages,210,2008
MED,Music Education,126,2008
MET,Mechanical Engineering Tech,176,2008
MGT,Management,1138,2008
MKT,Marketing,749,2008
MTH,Mathematics,200,2008
MTR,Meteorology,51,2008
MUS,Music,252,2008
NUR,Nursing,67,2008
PHI,Philosophy,84,2008
PHY,Physics,63,2008
PSC,Political Science,301,2008
PSY,Psychology,933,2008
SOC,Sociology,154,2008
SPA,Spanish,0,2008
SPC,Speech Communication,380,2008
SUM,Surveying & Mapping,54,2008
SWK,Social Work,285,2008
TCM,Technical Communications,86,2008
TIA,Technical & Industrial Admin,0,2008
TLC,Pre-Early Childhood Education,4,2008
TLE,Pre-Elementary Education,20,2008
TLK,Pre-K-12 Education,17,2008
TLP,Pre-Special Education,18,2008
TLS,Pre-Secondary Education,27,2008
UND,Undeclared,3056,2008
UNN,Undeclared Nursing Interest,321,2008
CBF,Certificate-French Basic Comp,0,2008
CCS,Certificate-Condtiong Speclist,0,2008
CGP,Certificate-Gerontology-PrfSrv,0,2008
HDV,Human Development,316,2008
SED,Special Education,146,2008
CDA,Certificate-Database Speclist,0,2008
CEE,Certificate-Electric Engg Tech,0,2008
CSKD,Certificate-Chld-Adol Mntl Hlt,0,2008
THE,Theatre,146,2008
CBS,Certificate-Spanish Basic Comp,2,2008
CGIS,Certificate-Geographic Info Sy,2,2008
CHY,Certificate-High Risk Youth,0,2008
CMP,Certificate-Multimedia Prodctn,0,2008
CSKA,Certificate-Family Presrv Svcs,0,2008
CSKE,Certificate-Gay-Lesbian Svcs,0,2008
CGTS,Certificate-Geotechnology Syst,0,2008
CSKF,Certificate-Women's Services,0,2008
ITP,Integrative Therapeutic Pract,71,2008
CNS,Certificate-Network Spec in IS,0,2008
HTE,"Hospitality, Tourism & Events",317,2008
RECR,Recreation Professions,34,2008
CSR2,Certificate-Engr/Constr Surv,1,2008
HND,Human Nutrition-Dietetics,46,2008
ATH,Athletic Training,0,2008
CAC,Certificate-Accounting,0,2008
CCP,Certificate-Career&Prsnl Devlt,0,2008
CPD,Certificate-Public Adminstrtn,0,2008
CWE,Certificate-Tech Writng&Editng,0,2008
SLH,Speech Lang & Hearing Science,0,2008
ACCM,Professional Accountancy,0,2008
CSL,Certificate-SpcLangPathlgyAsst,0,2008
CWD,Certificate-WebDeveloprInfoSys,0,2008
TEDM,Teacher Education-MAT,0,2008
WMS,Women's Studies,0,2008
LIN,Linguistics,0,2008
NACM,Non-Degree Prof Accountancy,0,2008
NTEM,Non-Degree Teacher Education,0,2008
SWKM,Social Work-MSW,0,2008
ARTH,"ArtHistory,Theory&Criticism",0,2008
NSWM,Non-Degree Social Work,0,2008
AAM,Aviation & Aerospace Mgt,0,2008
AFS,Africana Studies,0,2008
ASC,Aviation and Aerospace Science,0,2008
CDES,Communication Design,0,2008
CS,Computer Science,0,2008
UNED,"Education, Undeclared",0,2008
BCHM,Biochemistry,0,2008
ELCE,Early Childhood Education,0,2008
IHC,Integrative Health Care,0,2008
EDU,Elementary Education,0,2008
BRWO,Brewery Operations,0,2008
BRWP,Brew Pub Operations,0,2008
CBRW,Certificate-Brewing Science,0,2008
CEM,Certificate-Events Management,0,2008
CEP,Certificate-Entrepreneurship,0,2008
CEVT,Certificate-Event & Meeting Mg,0,2008
CHDS,Certificate-HealthDataScience,0,2008
CHM,Certificate-Hotel Management,0,2008
CISP,Certificate-Indiv Suprvsd Prac,0,2008
CNPS,Certificate-Nonprofit Studies,0,2008
COMS,Communication Studies,0,2008
CRM,Certificate-Restaurant Mgmt,0,2008
CSS,Certificate-SLHS-Leveling,0,2008
CST,Certificate-Span Transltn Prog,0,2008
CWC,Certificate-Wellness Coaching,0,2008
EDPB,SOE Applicant-Post-bac,0,2008
ENT,Entrepreneurship,0,2008
EVTM,Event & Meeting Management,0,2008
GBS,Global Business Studies,0,2008
GSS,Geospatial Sciences,0,2008
HCIS,Health Care Information System,0,2008
IBM,International Business,0,2008
IDPD,IDP-DIME,0,2008
MTHC,Math Masters Courses,0,2008
PACC,Prep Master Accounting,0,2008
PCEP,PCert-Entrepreneurship,0,2008
PSCL,PCert-Speech-Lang Pathlgy Asst,0,2008
PSWK,Prep Master Social Work,0,2008
PTED,Prep Master Teacher Ed,0,2008
UNSW,Undeclared Social Work,0,2008
AMS,Advncd Manufacturing Sciences,0,2008
ARTE,Art Education,0,2008
ATP,Athletic Training,0,2008
BUSM,Business Administration,0,2008
CASS,Certificate-Autsm&SgnftSupNeed,0,2008
CBPO,Craft Brewing & Pub Operations,0,2008
CPE,Computer Engineering,0,2008
CPM,Construction Project Mngmt,0,2008
CSC,Certificate-Space Commercltzn,0,2008
EVE,Environmental Engineering,0,2008
EXS,Exercise Science,0,2008
FERA,Fire & Emergency Response Adm,0,2008
GEG,Geography,0,2008
GELA,Applied Geology,0,2008
GWS,Gndr Women Sexualities Studies,0,2008
HCMM,Health Administration,0,2008
HCPS,Health Care Professional Srvcs,0,2008
HTL,Hotel Management,0,2008
NBSM,Non-Degree Business Admin,0,2008
PCBR,PCert-Brewing Science,0,2008
PCEE,PCert-Electrical EngineerTech,0,2008
PCEV,PCert-Event & Meeting Mgt,0,2008
PCFP,PCert-Personal Financial Plan,0,2008
PCGI,PCert-Geographic Info Systems,0,2008
PCHD,PCert-Health Data Science,0,2008
PCME,PCert-AddManufacturingEngineer,0,2008
PCNP,PCert-Nonprofit Studies,0,2008
PCOR,PCert-Outdoor Rec Leadership,0,2008
PCSA,PCert-Sales,0,2008
PCSS,PCert-SLHS-Leveling,0,2008
PCTM,PCert-Tourism Management,0,2008
PETE,K-12 Physical Education,0,2008
RST,Restaurant Management,0,2008
SM,Sport Management,0,2008
SSE,Sustainable System Engineering,0,2008
TTM,Travel and Tourism Management,0,2008
BJRN,Broadcast Journalism,0,2008
CWS,Certificate-Water Studies,0,2008
CYB,Cybersecurity,0,2008
DANC,Dance,0,2008
PCAM,PCert-Airport Management,0,2008
PCBA,PCert-BilingualEdSpecAgency,0,2008
PCBO,PCert-Brewery Operations,0,2008
PCCT,PCert-Corporate Travel,0,2008
PCHM,PCert-Hotel Management,0,2008
PCRM,PCert-Restaurant Management,0,2008
PCSC,PCert-Space Commercialization,0,2008
PCST,PCert-Spanish Translation Prog,0,2008
PCTR,PCert-Travel Consultant,0,2008
PUND,Prep External,0,2008
UNDM,Pre-DIME,0,2008
UNID,Undeclared IDP,0,2008
BNK,Banking,0,2008
CAME,Certificate-AdditiveMfgEngneer,0,2008
CBO,Certificate-Brewery Operations,0,2008
CHNS,Certificate-Hmn Nutrition Sci,0,2008
CIM,Computer Info Syst & Mgt Sci,0,2008
CSTM,Certificate-STEMpath Cybrscrty,0,2008
CYBM,Cybersecurity-MS,0,2008
EJMP,Extended Journalism&Media Prod,0,2008
HDFS,Human Dev. and Family Studies,0,2008
HNS,Nutrition Science,0,2008
MPL,Media Production & Leadership,0,2008
NUTM,Human Nutrition & Dietetics-MS,0,2008
PCMM,PCert-Adv Comp Matrls & Mfg,0,2008
PCSM,PCert-Engineering Mfg,0,2008
PCUA,PCert-Urban Agriculture,0,2008
PNUT,Prep Master Hmn Nutr & Dietet,0,2008
PR,Public Relations,0,2008
PSYC,Psychology,0,2008
SLHS,"Speech, Lang, Hearing Sciences",0,2008
STA,Statistical Science,0,2008
SV,Sound and Vision,0,2008
SWKO,Social Work,0,2008
SWMO,Social Work-MSW-ONL,0,2008
TWE,Technical Writing & Editing,0,2008
VP,Video Production,0,2008
AAMO,Aviation & Aerospace Mgt-ONL,0,2008
BHAM,Clinical Behavioral Health,0,2008
BIT,Business Intelligence,0,2008
CLEA,Certificate-CyberLeadership,0,2008
CNDI,Certificate-DieteticInternship,0,2008
CSME,Certificate-Engineering Mfg,0,2008
CTRC,Certificate-Travel Consultant,0,2008
ENGO,English-ONL,0,2008
HCMO,Health Care Management-ONL,0,2008
HCPO,Health Care Profess. Srvcs ONL,0,2008
HDFO,Human Dev. & Family Stud.-ONL,0,2008
HLDR,Hospitality Leadership,0,2008
LSM,Lifestyle Medicine,0,2008
MGTO,Management-ONL,0,2008
MKTO,Marketing-ONL,0,2008
NBHM,Non-Degree Clinical Behvrl Hlt,0,2008
PCHY,PCert-High Risk Youth Studies,0,2008
PCIP,PCert-Instructional Technology,0,2008
PCIT,PCert-Instructional Technology,0,2008
UNTH,Undeclared Theatre-BFA,0,2008
0,Non-Degree Seeking,341,2009
AAS,African American Studies,16,2009
ACC,Accounting,893,2009
AMG,Aviation Management,82,2009
ANT,Anthropology,154,2009
ART,Art,990,2009
ATV,Aviation Technology,393,2009
BHS,Behavioral Science,585,2009
BIO,Biology,1148,2009
CET,Civil Engineering Technology,192,2009
CFP,Certificate-Persnl Fin Planng,0,2009
CHE,Chemistry,277,2009
CHS,Chicano Studies,47,2009
CIN,Computer Information Systems,433,2009
CJC,Criminal Justice & Criminology,1052,2009
CSI,Computer Science,332,2009
ECO,Economics,126,2009
EET,Electrical Engineering Tech,214,2009
ENG,English,757,2009
ENG6,Creative Writing,0,2009
ENV,Environmental Science,252,2009
FIN,Finance,432,2009
HCM,Health Care Management,253,2009
HIS,History,616,2009
HMT,"Hospitality, Meeting & Tvl Adm",50,2009
HPS,Human Performance & Sport,664,2009
HSP,Human Services,403,2009
HSW,Human Services,0,2009
IDP,Individualized Degree Program,270,2009
IND,Industrial Design,203,2009
ITS,Industrial & Technical Studies,0,2009
JRN,Journalism,473,2009
LECE,Licensure-Early Childhood Educ,28,2009
LEDS,Licensure-Secondary Education,96,2009
LEED,Licensure-Elementary Education,169,2009
LES,Leisure Studies,3,2009
LK12,Licensure-K-12 Education,40,2009
LSPL,Licensure-Special Education,33,2009
LTIR,Licensure-Teacher in Residence,136,2009
LTLE,Licensure-General Elementary,0,2009
LTLG,Licensure-General Teacher Lic,42,2009
LUS,Land Use,135,2009
MDL,Modern Languages,217,2009
MED,Music Education,161,2009
MET,Mechanical Engineering Tech,211,2009
MGT,Management,1179,2009
MKT,Marketing,736,2009
MTH,Mathematics,230,2009
MTR,Meteorology,54,2009
MUS,Music,268,2009
NUR,Nursing,85,2009
PHI,Philosophy,90,2009
PHY,Physics,67,2009
PSC,Political Science,330,2009
PSY,Psychology,1011,2009
SOC,Sociology,173,2009
SPA,Spanish,0,2009
SPC,Speech Communication,402,2009
SUM,Surveying & Mapping,43,2009
SWK,Social Work,288,2009
TCM,Technical Communications,122,2009
TIA,Technical & Industrial Admin,0,2009
TLC,Pre-Early Childhood Education,3,2009
TLE,Pre-Elementary Education,24,2009
TLK,Pre-K-12 Education,18,2009
TLP,Pre-Special Education,12,2009
TLS,Pre-Secondary Education,31,2009
UND,Undeclared,2787,2009
UNN,Undeclared Nursing Interest,400,2009
CBF,Certificate-French Basic Comp,0,2009
CCS,Certificate-Condtiong Speclist,0,2009
CGP,Certificate-Gerontology-PrfSrv,0,2009
HDV,Human Development,367,2009
SED,Special Education,178,2009
CDA,Certificate-Database Speclist,0,2009
CEE,Certificate-Electric Engg Tech,1,2009
CSKD,Certificate-Chld-Adol Mntl Hlt,0,2009
THE,Theatre,163,2009
CBS,Certificate-Spanish Basic Comp,2,2009
CGIS,Certificate-Geographic Info Sy,2,2009
CHY,Certificate-High Risk Youth,2,2009
CMP,Certificate-Multimedia Prodctn,1,2009
CSKA,Certificate-Family Presrv Svcs,0,2009
CSKE,Certificate-Gay-Lesbian Svcs,0,2009
CGTS,Certificate-Geotechnology Syst,0,2009
CSKF,Certificate-Women's Services,1,2009
ITP,Integrative Therapeutic Pract,100,2009
CNS,Certificate-Network Spec in IS,0,2009
HTE,"Hospitality, Tourism & Events",448,2009
RECR,Recreation Professions,72,2009
CSR2,Certificate-Engr/Constr Surv,0,2009
HND,Human Nutrition-Dietetics,193,2009
ATH,Athletic Training,6,2009
CAC,Certificate-Accounting,3,2009
CCP,Certificate-Career&Prsnl Devlt,1,2009
CPD,Certificate-Public Adminstrtn,1,2009
CWE,Certificate-Tech Writng&Editng,2,2009
SLH,Speech Lang & Hearing Science,6,2009
ACCM,Professional Accountancy,0,2009
CSL,Certificate-SpcLangPathlgyAsst,0,2009
CWD,Certificate-WebDeveloprInfoSys,0,2009
TEDM,Teacher Education-MAT,0,2009
WMS,Women's Studies,0,2009
LIN,Linguistics,0,2009
NACM,Non-Degree Prof Accountancy,0,2009
NTEM,Non-Degree Teacher Education,0,2009
SWKM,Social Work-MSW,0,2009
ARTH,"ArtHistory,Theory&Criticism",0,2009
NSWM,Non-Degree Social Work,0,2009
AAM,Aviation & Aerospace Mgt,0,2009
AFS,Africana Studies,0,2009
ASC,Aviation and Aerospace Science,0,2009
CDES,Communication Design,0,2009
CS,Computer Science,0,2009
UNED,"Education, Undeclared",0,2009
BCHM,Biochemistry,0,2009
ELCE,Early Childhood Education,0,2009
IHC,Integrative Health Care,0,2009
EDU,Elementary Education,0,2009
BRWO,Brewery Operations,0,2009
BRWP,Brew Pub Operations,0,2009
CBRW,Certificate-Brewing Science,0,2009
CEM,Certificate-Events Management,0,2009
